Unnamed: 0,NAME,PAGE,IMG_URL,LOGP,PKA,MW,FORM,SOL,DESC
154,Acarbose,https://www.drugbank.ca/drugs/DB00284,https://www.drugbank.ca/structures/DB00284thumb.svg,0.13315395,0.93794501,645.60797,C25H43NO18,329.01001,N/A
155,Venlafaxine,https://www.drugbank.ca/drugs/DB00285,https://www.drugbank.ca/structures/DB00285thumb.svg,0.41001469,0.74933481,277.40179,C17H27NO2,32.700001,N/A
156,Travoprost,https://www.drugbank.ca/drugs/DB00287,https://www.drugbank.ca/structures/DB00287thumb.svg,0.53420746,0.9158709,500.5477,C26H35F3O6,96.220001,N/A
157,Amcinonide,https://www.drugbank.ca/drugs/DB00288,https://www.drugbank.ca/structures/DB00288thumb.svg,0.32806584,0.88188261,502.57169,C28H35FO7,99.129997,N/A
158,Atomoxetine,https://www.drugbank.ca/drugs/DB00289,https://www.drugbank.ca/structures/DB00289thumb.svg,0.41139105,0.74317229,255.35471,C17H21NO,21.26,N/A
159,Chlorambucil,https://www.drugbank.ca/drugs/DB00291,https://www.drugbank.ca/structures/DB00291thumb.svg,0.32078341,0.82196796,304.21201,C14H19Cl2NO2,40.540001,N/A
160,Etomidate,https://www.drugbank.ca/drugs/DB00292,https://www.drugbank.ca/structures/DB00292thumb.svg,0.32718316,0.88254362,244.289,C14H16N2O2,44.119999,N/A
161,Raltitrexed,https://www.drugbank.ca/drugs/DB00293,https://www.drugbank.ca/structures/DB00293thumb.svg,0.18348126,0.88515681,458.48801,C21H22N4O6S,148.39999,N/A
162,Etonogestrel,https://www.drugbank.ca/drugs/DB00294,https://www.drugbank.ca/structures/DB00294thumb.svg,0.24618945,0.93684775,324.45651,C22H28O2,37.299999,N/A
163,Morphine,https://www.drugbank.ca/drugs/DB00295,https://www.drugbank.ca/structures/DB00295thumb.svg,0.50610501,0.78548884,285.33771,C17H19NO3,52.93,N/A
164,Ropivacaine,https://www.drugbank.ca/drugs/DB00296,https://www.drugbank.ca/structures/DB00296thumb.svg,0.28980997,0.77929842,274.40109,C17H26N2O,32.34,N/A
165,Bupivacaine,https://www.drugbank.ca/drugs/DB00297,https://www.drugbank.ca/structures/DB00297thumb.svg,0.30607814,0.75731957,288.4277,C18H28N2O,32.34,N/A
166,Dapiprazole,https://www.drugbank.ca/drugs/DB00298,https://www.drugbank.ca/structures/DB00298thumb.svg,0.10496522,0.95344466,325.4512,C19H27N5,37.189999,N/A
167,Penciclovir,https://www.drugbank.ca/drugs/DB00299,https://www.drugbank.ca/structures/DB00299thumb.svg,0.2246023,0.8786124,253.2578,C10H15N5O3,125.76,N/A
168,Flucloxacillin,https://www.drugbank.ca/drugs/DB00301,https://www.drugbank.ca/structures/DB00301thumb.svg,0.41195196,0.93850166,453.87201,C19H17ClFN3O5S,112.74,N/A
169,Ertapenem,https://www.drugbank.ca/drugs/DB00303,https://www.drugbank.ca/structures/DB00303thumb.svg,0.11889106,0.97742939,475.51501,C22H25N3O7S,156.27,N/A
170,Desogestrel,https://www.drugbank.ca/drugs/DB00304,https://www.drugbank.ca/structures/DB00304thumb.svg,0.28699225,0.92393416,310.47299,C22H30O,20.23,N/A
171,Mitomycin,https://www.drugbank.ca/drugs/DB00305,https://www.drugbank.ca/structures/DB00305thumb.svg,0.39751071,0.7965607,334.32721,C15H18N4O5,146.89,N/A
172,Talbutal,https://www.drugbank.ca/drugs/DB00306,https://www.drugbank.ca/structures/DB00306thumb.svg,0.70258099,0.78231311,224.2563,C11H16N2O3,75.269997,N/A
173,Bexarotene,https://www.drugbank.ca/drugs/DB00307,https://www.drugbank.ca/structures/DB00307thumb.svg,0.22857319,0.94071418,348.47791,C24H28O2,37.299999,N/A
174,Ibutilide,https://www.drugbank.ca/drugs/DB00308,https://www.drugbank.ca/structures/DB00308thumb.svg,0.15629454,0.9638871,384.57599,C20H36N2O3S,69.639999,N/A
175,Chlorthalidone,https://www.drugbank.ca/drugs/DB00310,https://www.drugbank.ca/structures/DB00310thumb.svg,0.33368519,0.91675109,338.76599,C14H11ClN2O4S,109.49,N/A
176,Ethoxzolamide,https://www.drugbank.ca/drugs/DB00311,https://www.drugbank.ca/structures/DB00311thumb.svg,0.12568374,0.92270947,258.31699,C9H10N2O3S2,82.279999,N/A
177,Pentobarbital,https://www.drugbank.ca/drugs/DB00312,https://www.drugbank.ca/structures/DB00312thumb.svg,0.51573849,0.90550822,226.2722,C11H18N2O3,75.269997,N/A
178,Valproic acid,https://www.drugbank.ca/drugs/DB00313,https://www.drugbank.ca/structures/DB00313thumb.svg,0.30314437,0.82816362,144.2114,C8H16O2,37.299999,N/A
179,Zolmitriptan,https://www.drugbank.ca/drugs/DB00315,https://www.drugbank.ca/structures/DB00315thumb.svg,0.3370527,0.75771475,287.35681,C16H21N3O2,57.360001,N/A
180,Acetaminophen,https://www.drugbank.ca/drugs/DB00316,https://www.drugbank.ca/structures/DB00316thumb.svg,0.13777405,0.86528784,151.1626,C8H9NO2,49.330002,N/A
181,Gefitinib,https://www.drugbank.ca/drugs/DB00317,https://www.drugbank.ca/structures/DB00317thumb.svg,0.37686673,0.73302555,446.90201,C22H24ClFN4O3,68.739998,N/A
182,Codeine,https://www.drugbank.ca/drugs/DB00318,https://www.drugbank.ca/structures/DB00318thumb.svg,0.46555787,0.77907789,299.3642,C18H21NO3,41.93,N/A
183,Piperacillin,https://www.drugbank.ca/drugs/DB00319,https://www.drugbank.ca/structures/DB00319thumb.svg,0.16794294,0.93976212,517.55499,C23H27N5O7S,156.42999,N/A
184,Dihydroergotamine,https://www.drugbank.ca/drugs/DB00320,https://www.drugbank.ca/structures/DB00320thumb.svg,0.30676433,0.94154608,583.67743,C33H37N5O5,118.21,N/A
185,Amitriptyline,https://www.drugbank.ca/drugs/DB00321,https://www.drugbank.ca/structures/DB00321thumb.svg,0.53996265,0.73884916,277.40329,C20H23N,3.24,N/A
186,Floxuridine,https://www.drugbank.ca/drugs/DB00322,https://www.drugbank.ca/structures/DB00322thumb.svg,0.31517285,0.74454039,246.1924,C9H11FN2O5,99.099998,N/A
187,Tolcapone,https://www.drugbank.ca/drugs/DB00323,https://www.drugbank.ca/structures/DB00323thumb.svg,0.25745454,0.94066447,273.24081,C14H11NO5,103.35,N/A
188,Fluorometholone,https://www.drugbank.ca/drugs/DB00324,https://www.drugbank.ca/structures/DB00324thumb.svg,0.25584552,0.91962826,376.4617,C22H29FO4,74.599998,N/A
189,Hydromorphone,https://www.drugbank.ca/drugs/DB00327,https://www.drugbank.ca/structures/DB00327thumb.svg,0.52302372,0.76637727,285.33771,C17H19NO3,49.77,N/A
190,Indomethacin,https://www.drugbank.ca/drugs/DB00328,https://www.drugbank.ca/structures/DB00328thumb.svg,0.30101094,0.76330292,357.78799,C19H16ClNO4,68.529999,N/A
191,Ethambutol,https://www.drugbank.ca/drugs/DB00330,https://www.drugbank.ca/structures/DB00330thumb.svg,0.11581104,0.95535845,204.3098,C10H24N2O2,64.519997,N/A
192,Metformin,https://www.drugbank.ca/drugs/DB00331,https://www.drugbank.ca/structures/DB00331thumb.svg,0.33736268,0.89219552,129.1636,C4H11N5,88.989998,N/A
193,Methadone,https://www.drugbank.ca/drugs/DB00333,https://www.drugbank.ca/structures/DB00333thumb.svg,0.56973726,0.83848614,309.44519,C21H27NO,20.309999,N/A
194,Atenolol,https://www.drugbank.ca/drugs/DB00335,https://www.drugbank.ca/structures/DB00335thumb.svg,0.20872396,0.87850314,266.33609,C14H22N2O3,84.580002,N/A
195,Nitrofural,https://www.drugbank.ca/drugs/DB00336,https://www.drugbank.ca/structures/DB00336thumb.svg,0.071767844,0.92823213,198.1362,C6H6N4O4,126.44,N/A
196,Omeprazole,https://www.drugbank.ca/drugs/DB00338,https://www.drugbank.ca/structures/DB00338thumb.svg,0.090770394,0.95062572,345.41599,C17H19N3O3S,77.099998,N/A
197,Pyrazinamide,https://www.drugbank.ca/drugs/DB00339,https://www.drugbank.ca/structures/DB00339thumb.svg,0.24771515,0.75229234,123.1127,C5H5N3O,68.870003,N/A
198,Metixene,https://www.drugbank.ca/drugs/DB00340,https://www.drugbank.ca/structures/DB00340thumb.svg,0.37570924,0.81252682,309.46799,C20H23NS,3.24,N/A
199,Cetirizine,https://www.drugbank.ca/drugs/DB00341,https://www.drugbank.ca/structures/DB00341thumb.svg,0.18789364,0.85318655,388.888,C21H25ClN2O3,53.009998,N/A
200,Terfenadine,https://www.drugbank.ca/drugs/DB00342,https://www.drugbank.ca/structures/DB00342thumb.svg,0.27086392,0.82408899,471.6734,C32H41NO2,43.700001,N/A
201,Diltiazem,https://www.drugbank.ca/drugs/DB00343,https://www.drugbank.ca/structures/DB00343thumb.svg,0.47150779,0.93154299,414.51801,C22H26N2O4S,59.080002,N/A
202,Protriptyline,https://www.drugbank.ca/drugs/DB00344,https://www.drugbank.ca/structures/DB00344thumb.svg,0.44284564,0.7716831,263.37671,C19H21N,12.03,N/A
203,Aminohippuric acid,https://www.drugbank.ca/drugs/DB00345,https://www.drugbank.ca/structures/DB00345thumb.svg,0.1353651,0.97392875,194.1873,C9H10N2O3,92.419998,N/A
204,Alfuzosin,https://www.drugbank.ca/drugs/DB00346,https://www.drugbank.ca/structures/DB00346thumb.svg,0.37440613,0.73401481,389.44879,C19H27N5O4,111.83,N/A
205,Trimethadione,https://www.drugbank.ca/drugs/DB00347,https://www.drugbank.ca/structures/DB00347thumb.svg,0.4886241,0.72557741,143.14059,C6H9NO3,46.610001,N/A
206,Nitisinone,https://www.drugbank.ca/drugs/DB00348,https://www.drugbank.ca/structures/DB00348thumb.svg,0.25081527,0.85030693,329.22809,C14H10F3NO5,97.029999,N/A
207,Clobazam,https://www.drugbank.ca/drugs/DB00349,https://www.drugbank.ca/structures/DB00349thumb.svg,0.54753155,0.5785296,300.73999,C16H13ClN2O2,40.619999,N/A
208,Megestrol acetate,https://www.drugbank.ca/drugs/DB00351,https://www.drugbank.ca/structures/DB00351thumb.svg,0.22340007,0.96426255,384.51599,C24H32O4,60.439999,N/A
209,Tioguanine,https://www.drugbank.ca/drugs/DB00352,https://www.drugbank.ca/structures/DB00352thumb.svg,0.48657838,0.51342177,167.192,C5H5N5S,79.089996,N/A
210,Methylergometrine,https://www.drugbank.ca/drugs/DB00353,https://www.drugbank.ca/structures/DB00353thumb.svg,0.18427151,0.88721097,339.4314,C20H25N3O2,68.360001,N/A
211,Buclizine,https://www.drugbank.ca/drugs/DB00354,https://www.drugbank.ca/structures/DB00354thumb.svg,0.16898911,0.89007998,433.02802,C28H33ClN2,6.48,N/A
212,Aztreonam,https://www.drugbank.ca/drugs/DB00355,https://www.drugbank.ca/structures/DB00355thumb.svg,0.35196236,0.76783204,435.43301,C13H17N5O8S2,206.03,N/A
213,Chlorzoxazone,https://www.drugbank.ca/drugs/DB00356,https://www.drugbank.ca/structures/DB00356thumb.svg,0.13954197,0.86045808,169.565,C7H4ClNO2,38.330002,N/A
214,Aminoglutethimide,https://www.drugbank.ca/drugs/DB00357,https://www.drugbank.ca/structures/DB00357thumb.svg,0.41012943,0.86472064,232.27831,C13H16N2O2,72.190002,N/A
215,Mefloquine,https://www.drugbank.ca/drugs/DB00358,https://www.drugbank.ca/structures/DB00358thumb.svg,0.36656329,0.77321941,378.31219,C17H16F6N2O,45.150002,N/A
216,Sulfadiazine,https://www.drugbank.ca/drugs/DB00359,https://www.drugbank.ca/structures/DB00359thumb.svg,0.49255556,0.70785105,250.27699,C10H10N4O2S,97.970001,N/A
217,Sapropterin,https://www.drugbank.ca/drugs/DB00360,https://www.drugbank.ca/structures/DB00360thumb.svg,0.17301655,0.89897615,241.2471,C9H15N5O3,132,N/A
218,Grepafloxacin,https://www.drugbank.ca/drugs/DB00365,https://www.drugbank.ca/structures/DB00365thumb.svg,0.23875546,0.80193704,359.39471,C19H22FN3O3,72.879997,N/A
219,Doxylamine,https://www.drugbank.ca/drugs/DB00366,https://www.drugbank.ca/structures/DB00366thumb.svg,0.38047224,0.77334046,270.36938,C17H22N2O,25.360001,N/A
220,Levonorgestrel,https://www.drugbank.ca/drugs/DB00367,https://www.drugbank.ca/structures/DB00367thumb.svg,0.22365527,0.95083141,312.4458,C21H28O2,37.299999,N/A
221,Norepinephrine,https://www.drugbank.ca/drugs/DB00368,https://www.drugbank.ca/structures/DB00368thumb.svg,0.21254866,0.90069532,169.1778,C8H11NO3,86.709999,N/A
222,Cidofovir,https://www.drugbank.ca/drugs/DB00369,https://www.drugbank.ca/structures/DB00369thumb.svg,0.37731874,0.75699592,279.18701,C8H14N3O6P,145.67999,N/A
223,Mirtazapine,https://www.drugbank.ca/drugs/DB00370,https://www.drugbank.ca/structures/DB00370thumb.svg,0.52147543,0.59673089,265.35291,C17H19N3,19.370001,N/A
224,Meprobamate,https://www.drugbank.ca/drugs/DB00371,https://www.drugbank.ca/structures/DB00371thumb.svg,0.46134076,0.72052109,218.2502,C9H18N2O4,104.64,N/A
225,Thiethylperazine,https://www.drugbank.ca/drugs/DB00372,https://www.drugbank.ca/structures/DB00372thumb.svg,0.53000629,0.66467452,399.616,C22H29N3S2,9.7200003,N/A
226,Timolol,https://www.drugbank.ca/drugs/DB00373,https://www.drugbank.ca/structures/DB00373thumb.svg,0.43117383,0.82182401,316.42001,C13H24N4O3S,79.739998,N/A
227,Treprostinil,https://www.drugbank.ca/drugs/DB00374,https://www.drugbank.ca/structures/DB00374thumb.svg,0.32789314,0.87499237,390.51309,C23H34O5,86.989998,N/A
228,Trihexyphenidyl,https://www.drugbank.ca/drugs/DB00376,https://www.drugbank.ca/structures/DB00376thumb.svg,0.42232612,0.72348315,301.46619,C20H31NO,23.469999,N/A
229,Palonosetron,https://www.drugbank.ca/drugs/DB00377,https://www.drugbank.ca/structures/DB00377thumb.svg,0.25248134,0.82912356,296.414,C19H24N2O,23.549999,N/A
230,Dydrogesterone,https://www.drugbank.ca/drugs/DB00378,https://www.drugbank.ca/structures/DB00378thumb.svg,0.18341392,0.91427583,312.4458,C21H28O2,34.139999,N/A
231,Mexiletine,https://www.drugbank.ca/drugs/DB00379,https://www.drugbank.ca/structures/DB00379thumb.svg,0.27496466,0.80851603,179.2588,C11H17NO,35.25,N/A
232,Dexrazoxane,https://www.drugbank.ca/drugs/DB00380,https://www.drugbank.ca/structures/DB00380thumb.svg,0.1742492,0.93086296,268.2691,C11H16N4O4,98.82,N/A
233,Amlodipine,https://www.drugbank.ca/drugs/DB00381,https://www.drugbank.ca/structures/DB00381thumb.svg,0.41039598,0.83479029,408.87601,C20H25ClN2O5,99.879997,N/A
234,Tacrine,https://www.drugbank.ca/drugs/DB00382,https://www.drugbank.ca/structures/DB00382thumb.svg,0.24490361,0.76897353,198.2637,C13H14N2,38.91,N/A
235,Oxyphencyclimine,https://www.drugbank.ca/drugs/DB00383,https://www.drugbank.ca/structures/DB00383thumb.svg,0.46275863,0.77808022,344.44791,C20H28N2O3,62.130001,N/A
236,Triamterene,https://www.drugbank.ca/drugs/DB00384,https://www.drugbank.ca/structures/DB00384thumb.svg,0.19223493,0.8731252,253.2626,C12H11N7,129.62,N/A
237,Procyclidine,https://www.drugbank.ca/drugs/DB00387,https://www.drugbank.ca/structures/DB00387thumb.svg,0.47175166,0.68626887,287.4397,C19H29NO,23.469999,N/A
238,Phenylephrine,https://www.drugbank.ca/drugs/DB00388,https://www.drugbank.ca/structures/DB00388thumb.svg,0.40878773,0.93709671,167.205,C9H13NO2,52.490002,N/A
239,Carbimazole,https://www.drugbank.ca/drugs/DB00389,https://www.drugbank.ca/structures/DB00389thumb.svg,0.27793017,0.72959906,186.23199,C7H10N2O2S,32.779999,N/A
240,Sulpiride,https://www.drugbank.ca/drugs/DB00391,https://www.drugbank.ca/structures/DB00391thumb.svg,0.17992912,0.90871048,341.42599,C15H23N3O4S,101.73,N/A
241,Profenamine,https://www.drugbank.ca/drugs/DB00392,https://www.drugbank.ca/structures/DB00392thumb.svg,0.4307152,0.68061763,312.47198,C19H24N2S,6.48,N/A
242,Nimodipine,https://www.drugbank.ca/drugs/DB00393,https://www.drugbank.ca/structures/DB00393thumb.svg,0.52889693,0.88408256,418.44031,C21H26N2O7,119.68,N/A
243,Beclomethasone dipropionate,https://www.drugbank.ca/drugs/DB00394,https://www.drugbank.ca/structures/DB00394thumb.svg,0.2837989,0.92415702,521.04199,C28H37ClO7,106.97,N/A
244,Carisoprodol,https://www.drugbank.ca/drugs/DB00395,https://www.drugbank.ca/structures/DB00395thumb.svg,0.44444463,0.70261568,260.32999,C12H24N2O4,90.650002,N/A
245,Progesterone,https://www.drugbank.ca/drugs/DB00396,https://www.drugbank.ca/structures/DB00396thumb.svg,0.17545271,0.9177286,314.4617,C21H30O2,34.139999,N/A
246,Phenylpropanolamine,https://www.drugbank.ca/drugs/DB00397,https://www.drugbank.ca/structures/DB00397thumb.svg,0.27301052,0.95169693,151.209,C9H13NO,46.25,N/A
247,Sorafenib,https://www.drugbank.ca/drugs/DB00398,https://www.drugbank.ca/structures/DB00398thumb.svg,0.11719245,0.94823074,464.82501,C21H16ClF3N4O3,92.349998,N/A
248,Zoledronic acid,https://www.drugbank.ca/drugs/DB00399,https://www.drugbank.ca/structures/DB00399thumb.svg,0.40105337,0.82181358,272.0896,C5H10N2O7P2,153.11,N/A
249,Griseofulvin,https://www.drugbank.ca/drugs/DB00400,https://www.drugbank.ca/structures/DB00400thumb.svg,0.37762088,0.88856202,352.76599,C17H17ClO6,71.059998,N/A
250,Nisoldipine,https://www.drugbank.ca/drugs/DB00401,https://www.drugbank.ca/structures/DB00401thumb.svg,0.44981709,0.85886919,388.4144,C20H24N2O6,110.45,N/A
251,Eszopiclone,https://www.drugbank.ca/drugs/DB00402,https://www.drugbank.ca/structures/DB00402thumb.svg,0.33721823,0.81016445,388.80801,C17H17ClN6O3,91.760002,N/A
252,Alprazolam,https://www.drugbank.ca/drugs/DB00404,https://www.drugbank.ca/structures/DB00404thumb.svg,0.48370627,0.6630702,308.76501,C17H13ClN4,43.07,N/A
253,Dexbrompheniramine,https://www.drugbank.ca/drugs/DB00405,https://www.drugbank.ca/structures/DB00405thumb.svg,0.2264578,0.86440009,319.23901,C16H19BrN2,16.129999,N/A
254,Gentian violet cation,https://www.drugbank.ca/drugs/DB00406,https://www.drugbank.ca/structures/DB00406thumb.svg,0.50031012,0.57244724,372.52579,C25H30N3,9.4899998,N/A
255,Loxapine,https://www.drugbank.ca/drugs/DB00408,https://www.drugbank.ca/structures/DB00408thumb.svg,0.40776929,0.69244719,327.80801,C18H18ClN3O,28.07,N/A
256,Remoxipride,https://www.drugbank.ca/drugs/DB00409,https://www.drugbank.ca/structures/DB00409thumb.svg,0.26001361,0.82483298,371.26901,C16H23BrN2O3,50.799999,N/A
257,Carbamoylcholine,https://www.drugbank.ca/drugs/DB00411,https://www.drugbank.ca/structures/DB00411thumb.svg,0.16188024,0.95424336,147.1955,C6H15N2O2,52.32,N/A
258,Rosiglitazone,https://www.drugbank.ca/drugs/DB00412,https://www.drugbank.ca/structures/DB00412thumb.svg,0.13180958,0.97628635,357.427,C18H19N3O3S,71.529999,N/A
259,Pramipexole,https://www.drugbank.ca/drugs/DB00413,https://www.drugbank.ca/structures/DB00413thumb.svg,0.1576397,0.86242557,211.327,C10H17N3S,50.939999,N/A
260,Acetohexamide,https://www.drugbank.ca/drugs/DB00414,https://www.drugbank.ca/structures/DB00414thumb.svg,0.3150354,0.81644738,324.39499,C15H20N2O4S,92.339996,N/A
261,Ampicillin,https://www.drugbank.ca/drugs/DB00415,https://www.drugbank.ca/structures/DB00415thumb.svg,0.31706709,0.8417868,349.405,C16H19N3O4S,112.73,N/A
262,Phenoxymethylpenicillin,https://www.drugbank.ca/drugs/DB00417,https://www.drugbank.ca/structures/DB00417thumb.svg,0.13156393,0.97996277,350.39001,C16H18N2O5S,95.940002,N/A
263,Secobarbital,https://www.drugbank.ca/drugs/DB00418,https://www.drugbank.ca/structures/DB00418thumb.svg,0.55932122,0.82170051,238.2829,C12H18N2O3,75.269997,N/A
264,Miglustat,https://www.drugbank.ca/drugs/DB00419,https://www.drugbank.ca/structures/DB00419thumb.svg,0.40275633,0.72821379,219.278,C10H21NO4,84.160004,N/A
265,Promazine,https://www.drugbank.ca/drugs/DB00420,https://www.drugbank.ca/structures/DB00420thumb.svg,0.50872606,0.70922017,284.41901,C17H20N2S,6.48,N/A
266,Spironolactone,https://www.drugbank.ca/drugs/DB00421,https://www.drugbank.ca/structures/DB00421thumb.svg,0.3072218,0.85211009,416.573,C24H32O4S,60.439999,N/A
267,Methylphenidate,https://www.drugbank.ca/drugs/DB00422,https://www.drugbank.ca/structures/DB00422thumb.svg,0.46076208,0.72777045,233.3062,C14H19NO2,38.330002,N/A
268,Methocarbamol,https://www.drugbank.ca/drugs/DB00423,https://www.drugbank.ca/structures/DB00423thumb.svg,0.14479801,0.91597611,241.24049,C11H15NO5,91.010002,N/A
269,Zolpidem,https://www.drugbank.ca/drugs/DB00425,https://www.drugbank.ca/structures/DB00425thumb.svg,0.38258082,0.71810901,307.3895,C19H21N3O,37.610001,N/A
270,Famciclovir,https://www.drugbank.ca/drugs/DB00426,https://www.drugbank.ca/structures/DB00426thumb.svg,0.38578129,0.74696141,321.33179,C14H19N5O4,122.22,N/A
271,Triprolidine,https://www.drugbank.ca/drugs/DB00427,https://www.drugbank.ca/structures/DB00427thumb.svg,0.47656843,0.64152277,278.39139,C19H22N2,16.129999,N/A
272,Streptozocin,https://www.drugbank.ca/drugs/DB00428,https://www.drugbank.ca/structures/DB00428thumb.svg,0.21145225,0.92494482,265.22061,C8H15N3O7,151.92,N/A
273,Cefpiramide,https://www.drugbank.ca/drugs/DB00430,https://www.drugbank.ca/structures/DB00430thumb.svg,0.16590175,0.90973091,612.63702,C25H24N8O7S2,212.75999,N/A
274,Trifluridine,https://www.drugbank.ca/drugs/DB00432,https://www.drugbank.ca/structures/DB00432thumb.svg,0.35115573,0.72686619,296.19989,C10H11F3N2O5,99.099998,N/A
275,Prochlorperazine,https://www.drugbank.ca/drugs/DB00433,https://www.drugbank.ca/structures/DB00433thumb.svg,0.33284089,0.72687286,373.94299,C20H24ClN3S,9.7200003,N/A
276,Cyproheptadine,https://www.drugbank.ca/drugs/DB00434,https://www.drugbank.ca/structures/DB00434thumb.svg,0.55889183,0.65424198,287.3981,C21H21N,3.24,N/A
277,Bendroflumethiazide,https://www.drugbank.ca/drugs/DB00436,https://www.drugbank.ca/structures/DB00436thumb.svg,0.26551372,0.81002337,421.41501,C15H14F3N3O4S2,118.36,N/A
278,Allopurinol,https://www.drugbank.ca/drugs/DB00437,https://www.drugbank.ca/structures/DB00437thumb.svg,0.37288672,0.62741345,136.1115,C5H4N4O,74.690002,N/A
279,Ceftazidime,https://www.drugbank.ca/drugs/DB00438,https://www.drugbank.ca/structures/DB00438thumb.svg,0.28141594,0.87183768,546.57599,C22H22N6O7S2,191.22,N/A
